eq_id,shareClassFIGI,legal_name
EQ0046777,BBG00RDTRFL6,GOLDEN ROYAL DEVELOPMENT INC
EQ0046778,BBG00RDTS1S9,FFBW INC
EQ0046779,BBG00RDV1WT4,ADITXT INC
EQ0046780,BBG00RF9MRL7,DRAGEUS GAMES SA
EQ0046781,BBG00RF9PSR6,RESOURCES GLOBAL DEVT LTD
EQ0046782,BBG00RFBTZ73,LEMON CO LTD/KOREA
EQ0046783,BBG00RFBW5C9,QLIFE HOLDING AB
EQ0046784,BBG00RFFBK03,STUBHUB HOLDINGS INC-CLASS A
EQ0046785,BBG00RFFH2B5,FATHOM HOLDINGS INC
EQ0046786,BBG00RH7P7J3,ELITE UK REIT
EQ0046787,BBG00RH9RT90,AHC GROUP INC
EQ0046788,BBG00RHC2X19,MUSTI GROUP OY
EQ0046789,BBG00RHDV8V7,ARD GRUP BILISIM TEKNOLOJILE
EQ0046794,BBG00RHFGGJ5,LABORATORY CRP OF AMER-BDR
EQ0046822,BBG00RHFN3Q8,EVEREST RE GROUP LTD - BDR
EQ0046830,BBG00RHG59R2,PENSANA PLC
EQ0046831,BBG00RHG8WF1,SHANGHAI CEO TECHNOLOGY CO-A
EQ0046832,BBG00RHN1N45,TRILLIUM ACQUISITION CORP
EQ0046833,BBG00RHNFXT1,OMAN ARAB BANK SAOG
EQ0046834,BBG00RHP94W3,SWATI PROJECTS LTD
EQ0046835,BBG00RHP9523,CELL BIO HUMAN TECH CO LTD
EQ0046836,BBG00RHPDHV0,SOULBRAIN CO LTD/NEW
EQ0046837,BBG00RHTWKM4,TY HOLDINGS CO LTD/KOREA
EQ0046838,BBG00RHTYTY0,PUTRA RAJAWALI KENCANA TBK P
EQ0046839,BBG00RHV1GL3,MUNIC
EQ0046841,BBG00RJ18TW0,I&I GROUP PCL
EQ0046842,BBG00RJTPV73,TRANWAY21 TECHNOLOGIES LTD
EQ0046843,BBG00RJY9M43,TENTIAL INC
EQ0046844,BBG00RJYC1P2,SMILE HOLDINGS INC
EQ0046845,BBG00RK5G0D4,MODEC INC-ADR
EQ0046846,BBG00RK5L2P1,AEVA TECHNOLOGIES INC
EQ0046868,BBG00RK9M2L6,PERKINELMER INC - BDR
EQ0046871,BBG00RKC0FG0,DANNEX AYRTON STARWIN PLC
EQ0046873,BBG00RKHJKH7,PENSUM GROUP SZOLGALTATO
EQ0046874,BBG00RKKVYB2,BIWIN STORAGE TECHNOLOGY C-A
EQ0046875,BBG00RKLZR85,TRAIN ALLIANCE AB
EQ0046876,BBG00RKNTJL1,SASSY GOLD CORP
EQ0046877,BBG00RKNWWZ3,KINGFISH CO NV/THE
EQ0046878,BBG00RKPNM80,INNATURE BHD
EQ0046879,BBG00RKPQ7P1,CAULIS INC
EQ0046880,BBG00RKPV7Q4,PALMER SQUARE CAPITAL BDC IN
EQ0046881,BBG00RKZ4VC4,EARTH TECH ENVIRONMENT PCL
EQ0046882,BBG00RLS6MV6,PAULIC MEUNERIE SA
EQ0046883,BBG00RLTDH01,ZHONGHE BRAND YUNJIGOU TECHN
EQ0046884,BBG00RLY9DH6,FU SHEK FINANCIAL HOLDINGS L
EQ0046885,BBG00RLY9G34,SEM HOLDINGS LTD
EQ0046886,BBG00RLYQSJ2,MIRAE NIFTY NEXT 50 ETF
EQ0046887,BBG00RLZ9M83,CLARITEV CORP
EQ0046888,BBG00RLZQ5Q1,LANCARTAMA SEJATI TBK PT
EQ0046889,BBG00RLZZLJ4,NINETY ONE PLC
EQ0046890,BBG00RMKRQN9,RUSH STREET INTERACTIVE INC
EQ0046891,BBG00RMKTC03,SILVER DOLLAR RESOURCES INC
EQ0046893,BBG00RMLDNR5,ERA MANDIRI CEMERLANG TBK PT
EQ0046894,BBG00RMLS945,PRATAMA WIDYA TBK PT
EQ0046895,BBG00RMRSDY0,NACON SA
EQ0046896,BBG00RMVX2H8,ARKAYANA LESTARI GRUP TBK PT
EQ0046897,BBG00RMVX4G5,DIAMOND CITRA PROPERTINDO TB
EQ0046898,BBG00RMZCCQ0,MAAT PHARMA SACA
EQ0046900,BBG00RN6W9X0,AVEER FOODS LTD
EQ0046901,BBG00RNXFN23,LYELL IMMUNOPHARMA INC
EQ0046903,BBG00RP1SDV7,LOYALIST EXPLORATION LTD
EQ0046904,BBG00RP2T9V3,WARNER MUSIC GROUP CORP-CL A
EQ0046905,BBG00RP5HZM1,CARRIER GLOBAL CORP
EQ0046906,BBG00RP60LN7,OTIS WORLDWIDE CORP
EQ0046907,BBG00RP70M17,TRANSJAMAICAN HIGHWAY LTD
EQ0046908,BBG00RP71CZ1,INSPECS GROUP PLC
EQ0046909,BBG00RPH8HG2,UNITED HAMPSHIRE US REIT
EQ0046910,BBG00RPHCZ77,VARDHAN CAPITAL & FINANCE LT
EQ0046911,BBG00RPHQF58,S2W INC
EQ0046912,BBG00RPHRG28,RECENSMEDICAL INC
EQ0046914,BBG00RPNGVV2,MOSAIC MINERALS CORP
EQ0046915,BBG00RPNTLH6,ANDALAN SAKTI PRIMAINDO TBK
EQ0046916,BBG00RPNZNZ5,SHANGHAI DOBE CULTURAL & C-A
EQ0046917,BBG00RPP4NS2,HSINJING HOLDING CO LTD
EQ0046918,BBG00RPRJTV5,HNB FINANCE LTD
EQ0046919,BBG00RPXLF58,TUBESOLAR AG
EQ0046920,BBG00RQ1J6W0,LINKERS CORP
EQ0046921,BBG00RQ1PHZ6,ZAMBIA FORESTRY & FOREST IND
EQ0046922,BBG00RQ3RVB5,FRP ADVISORY GROUP PLC
EQ0046924,BBG00RQ732C5,FIRY INC
EQ0046925,BBG00RQ8G872,CLASSICO INC
EQ0046926,BBG00RR1SH55,LA HOLDINGS CO LTD/JAPAN
EQ0046927,BBG00RR3B6D4,AIR LINK COMMUNICATION LTD
EQ0046928,BBG00RR3PFD9,SCRIBE THERAPEUTICS INC
EQ0046929,BBG00RR40FC5,PAPILON SAVUNMA-GUVENLIK SIS
EQ0046931,BBG00RRGP4W4,SIBANYE-STILLWATER LTD-ADR
EQ0046932,BBG00RRGSKH2,VONTIER CORP
EQ0046933,BBG00RRMJ0N6,BOROSIL LTD
EQ0046934,BBG00RRQXMY1,VINCERX PHARMA INC
EQ0046935,BBG00RRSTS79,FIXER INC
EQ0046936,BBG00RSFM430,FREECAST INC-A
EQ0046937,BBG00RT6YM72,MAKING SCIENCE GROUP SA
EQ0046938,BBG00RTBDMF5,EDGEMONT GOLD CORP
EQ0046939,BBG00RTNLV42,APPIRITS INC
EQ0046940,BBG00RTNTNP9,CANBRIDGE PHARMACEUTICALS IN
EQ0046941,BBG00RTNY2W1,PYX RESOURCES LTD
EQ0046942,BBG00RTV03Q5,METRO HEALTHCARE INDONESIA T
EQ0046943,BBG00RTWXWH3,DETERRA ROYALTIES LTD
EQ0046945,BBG00RTY0D23,NINE MILE METALS LTD
EQ0046947,BBG00RV8DYF3,S&J CORP
EQ0046948,BBG00RV8GT16,INFORMETIS CO LTD
EQ0046949,BBG00RV8K3H1,CHOOLIP & SCIENCES INC
EQ0046950,BBG00RVCPYV3,WORLD KNOWN MFG  CAYMAN LTD
EQ0046951,BBG00RVG0Z48,GOLDENWELL BIOTECH INC
EQ0046952,BBG00RYF92J5,VORONOI INC
EQ0046953,BBG00RYGK6D7,AML3D LTD
EQ0046954,BBG00RYHFR27,A1 CAPITAL YATIRIM MENKUL DE
EQ0046955,BBG00RYHGKZ5,BEIJING ONMICRO ELECTRONIC-A
EQ0046956,BBG00RYHPK03,YUANJIE SEMICONDUCTOR TECH-A
EQ0046958,BBG00RYR9D05,D7 ENTERPRISES INC
EQ0046959,BBG00RYRG0G8,WEI YUAN HOLDINGS LTD
EQ0046960,BBG00RYRG416,XINGYE WULIAN SERVICE GROUP
EQ0046961,BBG00RZ2TH80,GDH SUPERTIME GROUP CO LTD-A
EQ0046962,BBG00RZ3HF30,MEMIONTEC HOLDINGS LTD
EQ0046963,BBG00RZ3KZ32,MACBEE PLANET INC
EQ0046964,BBG00RZ3NH84,HAPPYTUK CO LTD
EQ0046965,BBG00RZ9C1Q8,CHAM SWISS PROPERTIES AG
EQ0046966,BBG00RZFHCB1,XIMEI RESOURCES HOLDING LTD
EQ0046967,BBG00RZRQPJ8,INFINITIES TECHNOLOGY INTERN
EQ0046968,BBG00RZSR6L4,VISIONAL INC
EQ0046969,BBG00S00Y3S3,UNIDATA SPA
EQ0046971,BBG00S03T8W7,DIWANG INDUSTRIAL HOLDINGS L
EQ0046972,BBG00S0GTG96,COPA CORP INC
EQ0046973,BBG00S0GVFJ4,ACO GROUP BHD
EQ0046974,BBG00S1HJ4F4,ZOOMINFO TECHNOLOGIES INC
EQ0046975,BBG00S1L7075,NUVEEN CHURCHILL DIRECT LEND
EQ0046976,BBG00S1LFZQ8,INCANTHERA PLC
EQ0046977,BBG00S1LR2D2,PEOPLE INC
EQ0046978,BBG00S1N9NH8,SPYROSOFT SA
EQ0046979,BBG00S1NYJG0,YE XING HOLDINGS LTD
EQ0046980,BBG00S1NYT41,CIRTEK HOLDINGS LTD
EQ0046981,BBG00S201QH8,ISVISION HANGZHOU TECHNOLOGY
EQ0046982,BBG00S2096G5,SANG HING HOLDINGS INTERNATI
EQ0046983,BBG00S21K661,YUKIGUNI FACTORY CO LTD
EQ0046984,BBG00S229T71,JIUTAI DIGITAL TECHNOLOGY HO
EQ0046985,BBG00S2F9FC6,SMC ELECTRIC LTD
EQ0046986,BBG00S2GQJQ2,SM AUTO STAMPING LTD
EQ0046987,BBG00S2L2453,NEWCELX LTD
EQ0046988,BBG00S3MSNY8,KFH CAPITAL REIT
EQ0046989,BBG00S40BFF1,SUMASAPO INC
EQ0046990,BBG00S41FM15,FLAGSHIP MINERALS LTD
EQ0046991,BBG00S41L4K7,HEADWATERS CO LTD
EQ0046992,BBG00S41P0N8,ESTA MUTLI USAHA TBK PT
EQ0046993,BBG00S47H1T6,GOLDEN SHIELD RESOURCES INC
EQ0046994,BBG00S4M4064,BATULICIN NUSANTARA MARITIM
EQ0046995,BBG00S4MBDH6,I CUBED SYSTEM INC
EQ0046997,BBG00S500YQ9,NULAB INC/JAPAN
EQ0046998,BBG00S5067N5,TRACK & FIELD CO S.A
EQ0046999,BBG00S5BL5M9,NEXTCHIP CO LTD
EQ0047000,BBG00S5BP5B7,COMMERCE ONE HOLDINGS INC
EQ0047001,BBG00S5D7H45,CINCLUS PHARMA HOLDING AB
EQ0047002,BBG00S5H21J0,STARLING ONCOLOGY INC
EQ0047003,BBG00S5K3RC2,VALENCIA CAPITAL INC
EQ0047005,BBG00S5X2CW6,SHIYA TECHNOLOGY CO LTD-A
EQ0047006,BBG00S5XBB30,BIOTALYS NV
EQ0047007,BBG00S6QJV69,MAKMUR BERKAH AMANDA TBK PT
EQ0047008,BBG00S6QT5D7,GEORGINA ENERGY PLC
EQ0047009,BBG00S75MKM6,BUMHAN FUEL CELL CO LTD
EQ0047010,BBG00S75V2V6,ANHUI TONGGUAN COPPER FOIL-A
EQ0047011,BBG00S7LNHX5,RO JEWELS LTD
EQ0047012,BBG00S7NY8X9,ABITIBI METALS CORP
EQ0047013,BBG00S8WK2N7,WAY 2 VAT LTD
EQ0047014,BBG00S8Y04Z8,ELECTROLUX PROFESSIONAL AB-B
EQ0047015,BBG00S8Y8SH7,SHANGHAI OPM BIOSCIENCES C-A
EQ0047016,BBG00S8YX4Y3,OCTAVIUS PLANTATIONS LTD
EQ0047017,BBG00S90Q1N2,DIGITAL BRANDS GROUP INC
EQ0047018,BBG00S92WJ98,FREQUENCY EXCHANGE CORP
EQ0047019,BBG00S9V2BF7,FORESIGHT TECHNOLOGY VCT PLC
EQ0047021,BBG00SBQG386,ADVANCED ENERGY SOLUTION HOL
EQ0047023,BBG00SDH0DG0,PRISMO METALS INC
EQ0047024,BBG00SDHC8F9,KYMERA THERAPEUTICS INC
EQ0047025,BBG00SDHPBK2,STARK FOCUS GROUP INC
EQ0047026,BBG00SDJ8M87,NURIX THERAPEUTICS INC
EQ0047027,BBG00SG8K9C8,COSPOWER ENGINEERING LTD
EQ0047029,BBG00SHY0HV3,MBV INTERNATIONAL LTD
EQ0047030,BBG00SHY8ZR0,OPENDOOR TECHNOLOGIES INC
EQ0047031,BBG00SHY90K3,CLOVER HEALTH INVESTMENTS CO
EQ0047032,BBG00SHYWV74,SPEEE INC
EQ0047033,BBG00SHZKZF6,T3 DEFENSE INC
EQ0047034,BBG00SJ08QC8,OLIMPO REAL ESTATE PORTUGAL
EQ0047035,BBG00SJ8CRZ9,C-LINK SQUARED LTD
EQ0047036,BBG00SK5G0C3,NEXGEL INC
EQ0047037,BBG00SK7RTC4,PACIFIC OAK STRATEGIC OPPORT
EQ0047038,BBG00SKN2N93,ARR PLANNER CO LTD
EQ0047039,BBG00SKN2W93,SAKURASAKU PLUS CO LTD
EQ0047040,BBG00SKYRDK1,HOME CAPITAL RENTALS SOCIMI
EQ0047041,BBG00SL4M948,CANAFARMA HEMP PRODUCTS CORP
EQ0047042,BBG00SL51010,GAMES OPERATORS SA
EQ0047043,BBG00SL5GJ31,CISO GLOBAL INC
EQ0047044,BBG00SL6G1R2,UTIME LTD-A
EQ0047045,BBG00SLLG2J6,SANEI LTD
EQ0047046,BBG00SML7T60,INBOUND PLATFORM CORP
EQ0047047,BBG00SMLSXZ6,DESKTOP SA
EQ0047048,BBG00SMMWMN6,TMC THE METALS CO INC
EQ0047049,BBG00SN4QX67,DJ MEDIAPRINT & LOGISTICS LT
EQ0047050,BBG00SNC49W7,DESIGN THERAPEUTICS INC
EQ0047052,BBG00SR9FX46,YAMAICHI REAL ESTATE CO LTD
EQ0047053,BBG00SR9MQ70,ASKA PHARMACEUTICAL HOLDINGS
EQ0047054,BBG00SRLD891,EUROBANK SA
EQ0047055,BBG00SS0VFG2,SHANGHAI HOLYSTAR ELECTRIC-A
EQ0047056,BBG00SS11DJ5,CORELINE SOFT CO LTD
EQ0047057,BBG00SSMJ6R6,NOROFERT SA
EQ0047058,BBG00SSQFPR9,AON PLC-CLASS A
EQ0047059,BBG00ST2FK29,HENAN SHIJIA PHOTONS TECHN-A
EQ0047060,BBG00ST3X3Y0,AGENT INC
EQ0047061,BBG00STB3HM7,LION GROUP HOLDING LTD-S ADR
EQ0047062,BBG00STBM9X2,CLARITY METALS CORP
EQ0047063,BBG00SVD5SN3,SARASWANTI ANUGERAH MAKMUR T
EQ0047064,BBG00SVD98F2,MENTAL HEALTH TECHNOLOGIES C
EQ0047065,BBG00SVDF8J1,HUALAN BIOLOGICAL VACCINE-A
EQ0047066,BBG00SW81DB3,MOG DIGITECH HOLDINGS LTD
EQ0047067,BBG00SW995C9,LIGHTSTONE VALUE PLUS REIT V
EQ0047068,BBG00SXF28H0,LOTUS HORIZON HOLDINGS LTD
EQ0047069,BBG00SXF2GW5,TYCOON GROUP HOLDINGS LTD
EQ0047070,BBG00SXF4JD8,SUZHOU SHIJING ENVIRONMENT-A
EQ0047071,BBG00SXFKG28,MJE INC
EQ0047072,BBG00SXFL6Q3,GREEN WORLD FIN TECH SERVICE
EQ0047073,BBG00SXJPV22,NIRMITEE ROBOTICS INDIA LTD
EQ0047074,BBG00SXK2VF0,SUNRAY ENGINEERING GROUP LT
EQ0047075,BBG00SXVZ2F4,ASIA-EXPRESS LOGISTICS HOLDI
EQ0047076,BBG00SY167M2,IMAGE MAGIC INC
EQ0047077,BBG00SY1FL41,CLOUDBERRY CLEAN ENERGY ASA
EQ0047078,BBG00SY46899,MS YOUNG ADVENTURE ENT
EQ0047079,BBG00SYG9VC4,HANWOOL & JEJU INC
EQ0047080,BBG00SYGPD63,CHIPSEA TECHNOLOGIES SHENZ-A
EQ0047081,BBG00SYJBCZ2,BUMI BENOWO SUKSES SEJAHTERA
EQ0047082,BBG00SYJH1R9,HYBRID TECHNOLOGIES CO LTD
EQ0047083,BBG00SYJP2R8,SEJAHTERA BINTANG ABADI TEXT
EQ0047084,BBG00SZ32JP2,CAHAYA BINTANG MEDAN TBK PT
EQ0047085,BBG00SZRR8X7,CIPTA SELERA MURNI TBK PT
EQ0047086,BBG00SZRV7M6,JINJIB CO LTD
EQ0047087,BBG00SZRVN14,BHAKTI MULTI ARTHA TBK PT
EQ0047088,BBG00SZS3CR9,KARYA BERSAMA ANUGERAH TBK P
EQ0047089,BBG00T06SNQ3,ARACORD NUSANTARA GROUP TBK
EQ0047090,BBG00T0XRJ84,EIKON THERAPEUTICS INC
EQ0047091,BBG00T1KVGX4,SHENZHEN INTELLIFUSION TEC-A
EQ0047092,BBG00T218Z69,HENGERDA NEW MATERIALS FUJ-A
EQ0047093,BBG00T2194Q5,KEWELL TECHNOLOGY CO L-A
EQ0047094,BBG00T219QW9,SUZHOU SHIHUA NEW MATERIAL-A
EQ0047095,BBG00T21BXC3,PAN ASIAN MICROVENT TECH J-A
EQ0047096,BBG00T21CZB8,SHENZHEN XINYICHANG TECHNO-A
EQ0047097,BBG00T22J8P4,SIMFABRIC SA
EQ0047098,BBG00T23VCD2,INSIGHT LIFETECH CO LTD-A
EQ0047099,BBG00T2KSTV1,KT MILLIE SEOJAE CO LTD
EQ0047100,BBG00T2MK057,BLACKFINCH SPRING VCT PLC
EQ0047101,BBG00T2PHZ39,CN LOGISTICS INTERNATIONAL H
EQ0047102,BBG00T2SM463,GREAT PACIFIC GOLD CORP
EQ0047103,BBG00T33SDQ9,SHANGHAI GENTECH CO LTD-A
EQ0047104,BBG00T4H8283,ANHUI YUANCHEN ENVIRONMENT-A
EQ0047105,BBG00T4HKPL3,ZWSOFT CO LTD GUANGZHOU-A
EQ0047106,BBG00T5JMRV1,OLEMA PHARMACEUTICALS INC
EQ0047107,BBG00T5THCR3,AKESO INC
EQ0047108,BBG00T5W5PK7,RIMBACO GROUP GLOBAL LTD
EQ0047109,BBG00T68J2H9,CREDO TECHNOLOGY GROUP HOLDI
EQ0047110,BBG00T6QBXF1,STARGUIDE GROUP INC
EQ0047111,BBG00T6WFZK3,TRINITY CAPITAL INC
EQ0047112,BBG00T829JY5,HANGZHOU AGS MEDTECH CO LT-A
EQ0047113,BBG00T84KY93,DALIAN HAOSEN INTELLIGENT-A
EQ0047114,BBG00T850MP0,WAYZIM TECHNOLOGY CO LTD-A
EQ0047115,BBG00T869RQ7,QBIM AB
EQ0047116,BBG00TC1TXX0,SHENZHEN SOSEN ELECTRONICS-A
EQ0047117,BBG00TC21MQ0,JIANGSU ALLFAVOR INTELLIGE-A
EQ0047118,BBG00TC24BZ1,DONGGUAN YIHEDA AUTOMATION-A
EQ0047119,BBG00TC27KT5,TOUCHSTONE INTERNATIONAL M-A
EQ0047120,BBG00TC28QX6,OKE PRECISION CUTTING TOO-A
EQ0047121,BBG00TC29PL0,CURRENT MOTOR CORP
EQ0047122,BBG00TC2YKW1,C CHANNEL CORP
EQ0047123,BBG00TC3F0K7,GUANGZHOU WAHLAP TECHNOLOG-A
EQ0047124,BBG00TC95LW6,PARLEM TELECOM CO DE TELECOM
EQ0047125,BBG00TCBL9X9,RAFFLES INTERIOR LTD
EQ0047126,BBG00TCNH511,INNOGENE CO LTD
EQ0047127,BBG00TCW3LD8,PROSPECT LOGISTICS & INDUSTR
EQ0047128,BBG00TCW4GL9,CHENGDU JOUAV AUTOMATION T-A
EQ0047129,BBG00TCZ1PB6,ELEVEN CAPITAL AD
EQ0047131,BBG00TDD1W38,WINTECH-NANO SUZHOU CO LTD-A
EQ0047132,BBG00TDKHWK6,ASTERA LABS INC
EQ0047133,BBG00TDP9S78,POLISHED.COM INC
EQ0047134,BBG00TDQ0KM5,EDENSOFT HOLDINGS LTD
EQ0047135,BBG00TF10J23,SHENZHEN YHLO BIOTECH CO L-A
EQ0047136,BBG00TFS37W4,LAMEDITECH CO LTD
EQ0047137,BBG00TFVQY44,REIT AZORIM HF LIVING LTD
EQ0047138,BBG00TFXF8V9,RITAMIX GLOBAL LTD
EQ0047139,BBG00TG7PVV3,AVITA MEDICAL INC - CDI
EQ0047140,BBG00TG7R5F6,FIRST STAGE CORP
EQ0047141,BBG00TGJSTB1,V-ZUG HOLDING AG
EQ0047142,BBG00TGMG4V0,EBANG INTERNATIONAL HLDGS-A
EQ0047143,BBG00THD0115,SHENZHEN BSC TECHNOLOGY CO-A
EQ0047144,BBG00THD0179,SHANDONG YUMA SUN-SHADING -A
EQ0047145,BBG00THD01D2,ANHUI SHINY ELECTRONIC TEC-A
EQ0047146,BBG00THD03L9,EASTROC BEVERAGE GROUP CO -A
EQ0047147,BBG00THD0794,HUANLEJIA FOOD GROUP CO LT-A
EQ0047148,BBG00THTN7B1,CENTRAL CHINA NEW LIFE LTD
EQ0047149,BBG00THTP8D5,BLUESWORD INTELLIGENT TECH-A
EQ0047150,BBG00THX1YQ1,RXSIGHT INC
EQ0047151,BBG00TJDJ925,ORINKO ADVANCED PLASTICS C-A
EQ0047152,BBG00TJDPRY3,HANGZHOU IECHO SCIENCE & T-A
EQ0047153,BBG00TJDRPD8,ANBANG SAVE-GUARD GROUP CO-A
EQ0047154,BBG00TJGL0T5,MP MATERIALS CORP
EQ0047155,BBG00TJJ1YP1,INFLECTION RESOURCES LTD
EQ0047156,BBG00TJTQTS0,GLOBAL UIN INTELLIGENCE HOLD
EQ0047157,BBG00TJV6PF9,PEXIP HOLDING ASA
EQ0047158,BBG00TJW1HD2,MABWELL SHANGHAI BIOSCIENC-A
EQ0047159,BBG00TJW2YP1,WELL GRADED ENGINEERING PCL
EQ0047160,BBG00TJXFDQ0,TAYSHA GENE THERAPIES INC
EQ0047161,BBG00TJZK363,NORTHVIEW RESIDENTIAL REIT
EQ0047162,BBG00TJZQ660,ORIGEN RESOURCES INC
EQ0047163,BBG00TK9P630,CUBIC SENSOR AND INSTRUMEN-A
EQ0047164,BBG00TKB62W3,DONGGUAN DINGTONG PRECISIO-A
EQ0047165,BBG00TKCDDP7,OPTOWIDE TECHNOLOGIES CO L-A
EQ0047166,BBG00TKCDTW4,SUZHOU VEICHI ELECTRIC CO-A
EQ0047167,BBG00TLBS8D6,HYLORIS PHARMACEUTICALS SA
EQ0047168,BBG00TLBT989,NEW LEAF VENTURES INC
EQ0047169,BBG00TLBTT94,VETROPACK HOLDING-REGISTERED
EQ0047171,BBG00TM0DWZ8,HARDCORE DISCOVERIES LTD
EQ0047175,BBG00TN5L7L7,FANSUNITE ENTERTAINMENT INC.
EQ0047176,BBG00TN65984,BUTTERFLY NETWORK INC
EQ0047177,BBG00TN8NZ64,UCLOUDLINK GROUP INC
EQ0047178,BBG00TN8R4R6,PEIJIA MEDICAL LTD
EQ0047179,BBG00TNT0Y84,OODA AI AB
EQ0047180,BBG00TP4M7B8,HUBEI GOTO BIOPHARM GROUP-A
EQ0047181,BBG00TP4N2Z2,CNGR ADVANCED MATERIAL CO -A
EQ0047182,BBG00TP4NT56,SHANGHAI HAJIME ADVANCED M-A
EQ0047183,BBG00TP4T0V4,HENAN CARVE ELECTRONICS TE-A
EQ0047184,BBG00TP4VZD4,JIUJIANG SHANSHUI TECHNOLO-A
EQ0047185,BBG00TP73DW6,PSOMAGEN INC-KDR
EQ0047186,BBG00TP7NRB6,MERRYMART CONSUMER CORP
EQ0047187,BBG00TPBNKM0,ROTTENSTONE GOLD INC
EQ0047188,BBG00TPC0PK4,VOLTAGE METALS CORP
EQ0047189,BBG00TPPWNH9,ACER E-ENABLING SERVICE BUSI
EQ0047190,BBG00TPPZX93,WUXI HYATECH CO LTD-A
EQ0047191,BBG00TPQ1544,MANABI-AID CO LTD
EQ0047192,BBG00TPQ1BF9,PEERAPAT TECHNOLOGY PCL
EQ0047193,BBG00TQJW8M9,MILTON ESSEX SA
EQ0047194,BBG00TQK8DC3,SKILLFUL CRAFTSMAN EDUCATION
EQ0047195,BBG00TQK8HP0,ALEEANPEACE GROUP HOLDINGS L
EQ0047196,BBG00TQX0S67,YONGGU GROUP INC
EQ0047197,BBG00TR3WMF0,GUANGDONG HONGMING INTELLI-A
EQ0047198,BBG00TR40034,NANJING VAZYME BIOTECH CO -A
EQ0047199,BBG00TR4Y1N3,PODCASTONE INC
EQ0047200,BBG00TR5HK39,NEXT CAPITAL PCL
EQ0047201,BBG00TS9P320,XGIMI TECH CO LTD
EQ0047202,BBG00TS9P507,SUSMED INC
EQ0047203,BBG00TS9PNL5,SHENZHEN CONSYS SCIENCE & -A
EQ0047204,BBG00TSB6SP6,D&D PLATFORM REIT CO LTD
EQ0047205,BBG00TSBRF80,MONSENSO A/S
EQ0047206,BBG00TSCF5V7,NANOFORM FINLAND PLC
EQ0047207,BBG00TSG1ZY4,KIROMIC BIOPHARMA INC
EQ0047208,BBG00TSS9N13,KEXING BIOPHARRM CO LTD-A
EQ0047209,BBG00TSVK184,HURUM CO LTD
EQ0047210,BBG00TSXSPQ9,SABVEST CAPITAL LTD
EQ0047211,BBG00TT83SC9,HANGZHOU MDK OPTO ELECTRON-A
EQ0047212,BBG00TTD6FG9,BEIJING JCZ TECHNOLOGY CO -A
EQ0047213,BBG00TTGH6N2,LEGEND BIOTECH CORP-ADR
EQ0047214,BBG00TTT2LF6,CIRCUIT FABOLOGY MICROELEC-A
EQ0047215,BBG00TW3LP69,NATURAL BIOCON INDIA LTD
EQ0047216,BBG00TWSHG96,ROPEOK TECHNOLOGY GROUP CO-A
EQ0047217,BBG00TWSWY90,NEXA DYNAMICS CO LTD
EQ0047218,BBG00TX2WRT9,TEMAS RESOURCES CORP
EQ0047219,BBG00TX393M3,SHIFT4 PAYMENTS INC-CLASS A
EQ0047220,BBG00TYGTXX3,ANHUI TONGYUAN ENVIRONMENT-A
EQ0047221,BBG00TYJ2GQ1,WESTAR RESOURCES LTD
EQ0047222,BBG00TYL0TY1,PETROS PHARMACEUTICALS INC
EQ0047223,BBG00TYN9Y77,PLAYBOY INC
EQ0047224,BBG00TYNPTW2,ZENITH CAPITAL CORP/ALBERTA
EQ0047226,BBG00TZ4G8Y7,JDE PEET'S NV
EQ0047227,BBG00TZ5C3B4,YEAHKA LTD
EQ0047228,BBG00TZ5ZMX3,LIGHTNING EMOTORS INC
EQ0047229,BBG00TZ971X2,HAINA INTELLIGENT EQUIPMENT
EQ0047230,BBG00TZLD7D7,CREACTIVES GROUP SPA
EQ0047231,BBG00TZMLWZ7,INTELICARE HOLDINGS LTD
EQ0047232,BBG00TZNCJ84,ATEA PHARMACEUTICALS INC
EQ0047233,BBG00TZRF6C5,TRIPLE ONE METALS INC
EQ0047234,BBG00V029827,ENTIRE TECHNOLOGY CO LTD
EQ0047235,BBG00V02GRM5,OPT MACHINE VISION TECH CO-A
EQ0047237,BBG00V03T4Y7,FICHA INC
EQ0047238,BBG00V19BD09,FREEWON CHINA CO LTD-A
EQ0047239,BBG00V1JSHY3,ANHUI XINBO ALUMINUM CO LT-A
EQ0047240,BBG00V1JTL00,XIANHENG INTERNATIONAL SCI-A
EQ0047241,BBG00V1JWFQ1,BURNING ROCK BIOTECH LTD-ADR
EQ0047242,BBG00V1K5TN1,ARADEI CAPITAL
EQ0047243,BBG00V1KJ6G4,EOS ENERGY ENTERPRISES INC
EQ0047244,BBG00V1L5ZR1,ROYALTY PHARMA PLC- CL A
EQ0047245,BBG00V2M3C28,AEONIAN RESOURCES CORP
EQ0047246,BBG00V2ZD6D9,3ONEDATA CO LTD-A
EQ0047247,BBG00V2ZQ583,HUBEI DONPER ELECTROMECHAN-A
EQ0047249,BBG00V328674,RHELION LIFE SCIENCES CORP
EQ0047250,BBG00V3FWTX9,SHANGHAI HAOYUAN CHEMEXPRE-A
EQ0047251,BBG00V3FYD80,ZHEJIANG GUANGHUA TECHNOLO-A
EQ0047252,BBG00V3L3MS9,BAYRAK EBT TABAN SANAYI VE T
EQ0047253,BBG00V3L5KS1,DORAL GROUP RENEWABLE ENERGY
